receipt_no,sale_datetime,item_code,size,qty,unit_price,member_id,payment
NM-003860,16/05/2569 11:36,C04,S,1,55,,QR
NM-003861,16/05/2569 12:05,C05,L,1,80,M0316,QR
NM-003862,16/05/2569 12:38,C05,M,1,70,,CASH
NM-003863,16/05/2569 13:13,T01,M,1,55,,QR
NM-003863,16/05/2569 13:13,B02,,1,50,,QR
NM-003864,16/05/2569 14:34,T02,S,1,60,M0171,QR
NM-003865,16/05/2569 14:35,T03,M,1,50,,CASH
NM-003866,16/05/2569 16:19,B01,,1,55,,CARD
NM-003867,16/05/2569 16:27,T01,M,1,55,,CARD
NM-003868,16/05/2569 17:00,T04,L,1,70,,QR
NM-003869,16/05/2569 17:07,C05,M,2,70,M0249,QR
NM-003870,16/05/2569 17:32,B01,,1,55,,QR
NM-003871,16/05/2569 17:49,B03,,1,85,M0198,CARD
NM-003871,16/05/2569 17:49,T04,M,1,60,M0198,CARD
NM-003872,16/05/2569 18:16,T05,L,1,70,,QR
NM-003873,16/05/2569 18:40,B03,,1,85,,QR
NM-003874,16/05/2569 18:42,C03,M,1,65,M0193,QR
NM-003874,16/05/2569 18:42,B03,,1,85,M0193,QR
NM-003875,16/05/2569 19:19,B02,,2,,,QR
NM-003876,16/05/2569 19:56,T02,L,2,80,,QR
NM-003877,17/05/2569 07:33,B01,,1,55,M0181,CASH
NM-003877,17/05/2569 07:33,C03,S,1,55,M0181,CASH
NM-003878,17/05/2569 07:42,C03,S,3,55,,CASH
NM-003878,17/05/2569 07:42,C03,S,3,55,,CASH
NM-003879,17/05/2569 07:51,C02,M,3,55,M0327,QR
NM-003880,17/05/2569 08:29,B04,,2,75,,QR
NM-003881,17/05/2569 08:37,C02,L,1,65,,CARD
NM-003881,17/05/2569 08:37,B01,,1,,,CARD
NM-003882,17/05/2569 08:53,B04,,3,75,,CARD
NM-003883,17/05/2569 09:00,C02,M,1,55,M0344,QR
NM-003883,17/05/2569 09:00,B01,,1,55,M0344,QR
NM-003884,17/05/2569 09:07,C05,L,1,80,M0385,QR
NM-003885,17/05/2569 09:44,C02,M,1,55,,CASH
NM-003886,17/05/2569 09:51,C03,L,3,75,M0437,CASH
NM-003887,17/05/2569 11:16,C02,S,3,,,CASH
NM-003887,17/05/2569 11:16,B01,,1,55,,CASH
NM-003888,17/05/2569 11:22,C06,M,2,75,,QR
NM-003888,17/05/2569 11:22,T02,S,1,60,,QR
NM-003889,17/05/2569 11:41,T02,M,1,70,,QR
NM-003890,17/05/2569 12:38,B03,,1,,,QR
NM-003891,17/05/2569 12:47,C01,M,1,55,,QR
NM-003891,17/05/2569 12:47,B04,,1,75,,QR
NM-003892,17/05/2569 13:06,C02,L,1,65,,QR
NM-003892,17/05/2569 13:06,B01,,1,55,,QR
NM-003893,17/05/2569 13:52,C03,L,1,75,M0651,QR
NM-003893,17/05/2569 13:52,B03,,1,85,M0651,QR
NM-003894,17/05/2569 14:08,T05,L,1,70,M0044,QR
NM-003895,17/05/2569 14:26,C03,M,1,65,,QR
NM-003895,17/05/2569 14:26,B03,,1,85,,QR
NM-003896,17/05/2569 14:33,T01,M,1,55,,CARD
NM-003896,17/05/2569 14:33,B02,,1,50,,CARD
NM-003897,17/05/2569 15:36,B02,,1,50,M0162,QR
NM-003898,17/05/2569 16:13,B02,,1,50,M0664,QR
NM-003898,17/05/2569 16:13,T05,L,1,70,M0664,QR
NM-003899,17/05/2569 16:18,T01,M,1,55,,QR
NM-003900,17/05/2569 16:25,C04,M,1,65,,QR
NM-003901,17/05/2569 16:41,C05,M,2,70,,QR
NM-003902,17/05/2569 18:36,C06,S,1,65,M0179,QR
NM-003903,17/05/2569 18:55,C03,S,1,55,M0569,CASH
NM-003903,17/05/2569 18:55,B03,,1,85,M0569,CASH
NM-003904,18/05/2569 07:10,C04,M,1,65,,CARD
NM-003905,18/05/2569 07:19,B02,,1,50,M0214,QR
NM-003906,18/05/2569 08:09,T01,M,1,55,M0226,QR
NM-003907,18/05/2569 08:16,B02,,1,50,,CASH
NM-003908,18/05/2569 08:25,T04,M,1,60,M0452,CARD
NM-003909,18/05/2569 08:26,T01,M,2,55,,QR
NM-003910,18/05/2569 08:47,C03,M,1,65,M0431,QR
NM-003910,18/05/2569 08:47,B03,,1,85,M0431,QR
NM-003911,18/05/2569 08:54,C01,S,1,45,,CASH
NM-003912,18/05/2569 09:43,C02,M,38,55,,CARD
NM-003913,18/05/2569 10:09,T04,M,1,60,,QR
NM-003914,18/05/2569 10:35,T04,S,1,50,M0463,QR
NM-003915,18/05/2569 10:37,T03,M,1,50,,QR
NM-003915,18/05/2569 10:37,B03,,1,85,,QR
NM-003915,18/05/2569 10:37,C06,M,1,75,,QR
NM-003916,18/05/2569 11:08,C02,S,1,45,M0319,QR
NM-003916,18/05/2569 11:08,B01,,1,55,M0319,QR
NM-003917,18/05/2569 11:18,C05,S,1,60,,QR
NM-003918,18/05/2569 11:29,C05,L,2,80,M0605,QR
NM-003919,18/05/2569 11:41,B03,,1,85,,QR
NM-003920,18/05/2569 11:51,B01,,1,55,M0263,QR
NM-003920,18/05/2569 11:51,B04,,1,75,M0263,QR
NM-003921,18/05/2569 12:01,T01,L,1,65,,QR
NM-003921,18/05/2569 12:01,C01,S,1,45,,QR
NM-003922,18/05/2569 12:05,T01,S,1,45,,QR
NM-003922,18/05/2569 12:05,B02,,1,50,,QR
NM-003923,18/05/2569 12:07,T04,L,1,70,,QR
NM-003923,18/05/2569 12:07,B01,,1,55,,QR
NM-003924,18/05/2569 13:35,C05,L,1,80,M0463,QR
NM-003925,18/05/2569 14:11,C03,M,2,65,,CARD
NM-003925,18/05/2569 14:11,B03,,1,85,,CARD
NM-003926,18/05/2569 14:34,T01,L,1,65,,CASH
NM-003927,18/05/2569 14:47,T05,S,1,50,,CASH
NM-003927,18/05/2569 14:47,T01,L,1,65,,CASH
NM-003928,18/05/2569 15:09,B04,,1,75,,CASH
NM-003929,18/05/2569 15:15,T01,M,1,55,M0605,CARD
NM-003929,18/05/2569 15:15,B02,,1,50,M0605,CARD
NM-003930,18/05/2569 15:24,T05,M,2,,,CASH
NM-003931,18/05/2569 15:54,B01,,1,55,,QR
NM-003931,18/05/2569 15:54,C03,L,1,75,,QR
NM-003932,18/05/2569 17:03,T03,L,1,60,,QR
NM-003933,18/05/2569 17:22,T02,S,1,60,,QR
NM-003933,18/05/2569 17:22,B02,,1,,,QR
NM-003934,18/05/2569 17:26,T01,L,1,65,,CASH
NM-003935,18/05/2569 17:33,T04,M,1,,,CASH
NM-003935,18/05/2569 17:33,T01,S,1,45,,CASH
NM-003936,18/05/2569 17:37,C02,M,1,55,,CASH
NM-003937,19/05/2569 07:30,T04,,1,50,M0464,CARD
NM-003937,19/05/2569 07:30,C03,L,1,75,M0464,CARD
NM-003938,19/05/2569 08:11,C02,S,1,45,,CASH
NM-003938,19/05/2569 08:11,B01,,1,55,,CASH
NM-003938,19/05/2569 08:11,B01,,1,55,,CASH
NM-003939,19/05/2569 08:13,T02,L,1,80,,CASH
NM-003940,19/05/2569 08:18,B01,,1,55,M0256,QR
NM-003941,19/05/2569 08:25,C04,M,1,65,,QR
NM-003942,19/05/2569 08:45,C04,M,1,65,,QR
NM-003943,19/05/2569 08:45,T02,M,2,70,M0240,QR
NM-003944,19/05/2569 09:09,B02,,1,50,,CASH
NM-003944,19/05/2569 09:09,T01,M,1,55,,CASH
NM-003945,19/05/2569 09:11,C02,M,1,55,,CARD
NM-003945,19/05/2569 09:11,B01,,1,,,CARD
NM-003946,19/05/2569 09:15,C01,S,1,45,,QR
NM-003947,19/05/2569 09:16,T01,M,1,55,M0505,CASH
NM-003948,19/05/2569 09:33,T02,L,1,80,,CASH
NM-003949,19/05/2569 09:43,C04,L,1,75,M0409,QR
NM-003950,19/05/2569 10:44,C03,M,2,65,,CASH
NM-003951,19/05/2569 11:29,B03,,2,85,M0480,QR
NM-003952,19/05/2569 11:50,C02,M,1,55,M0354,CARD
NM-003952,19/05/2569 11:50,B01,,1,55,M0354,CARD
NM-003952,19/05/2569 11:50,B03,,1,85,M0354,CARD
NM-003953,19/05/2569 11:53,C05,S,1,60,,QR
NM-003954,19/05/2569 12:02,C03,S,1,55,M051,CARD
NM-003955,19/05/2569 12:23,B04,,1,75,,QR
NM-003956,19/05/2569 12:58,B04,,1,75,M0226,QR
NM-003957,19/05/2569 14:57,C06,M,3,75,M0112,QR
NM-003958,19/05/2569 15:10,T01,L,1,65,M0123,QR
NM-003958,19/05/2569 15:10,B02,,1,50,M0123,QR
NM-003959,19/05/2569 15:15,T04,L,-2,70,,CARD
NM-003960,19/05/2569 15:17,T02,M,2,70,,QR
NM-003961,19/05/2569 15:19,C04,S,1,55,M0716,CARD
NM-003962,19/05/2569 16:18,B02,,1,50,,CARD
NM-003963,19/05/2569 16:53,C01,S,1,45,,QR
NM-003963,19/05/2569 16:53,B02,,1,50,,QR
NM-003963,19/05/2569 16:53,C05,S,1,60,,QR
NM-003964,19/05/2569 17:11,T02,M,1,70,,QR
NM-003965,19/05/2569 17:44,T01,M,1,55,M0535,QR
NM-003966,19/05/2569 17:47,T01,L,1,65,,CASH
NM-003967,19/05/2569 18:22,B02,,1,50,,CASH
NM-003967,19/05/2569 18:22,B01,,1,55,,CASH
NM-003968,19/05/2569 18:24,C03,M,1,65,M0081,CASH
NM-003968,19/05/2569 18:24,B03,,1,85,M0081,CASH
NM-003968,19/05/2569 18:24,B01,,1,55,M0081,CASH
NM-003969,19/05/2569 19:56,T03,M,1,50,,CARD
NM-003970,20/05/2569 07:01,T04,M,1,60,,CASH
NM-003970,20/05/2569 07:01,C03,M,1,65,,CASH
NM-003971,20/05/2569 08:08,C02,S,2,45,M0154,CASH
NM-003971,20/05/2569 08:08,B01,,1,,M0154,CASH
NM-003972,20/05/2569 08:20,C02,M,1,55,,QR
NM-003973,20/05/2569 08:37,B03,,2,85,M0003,CARD
NM-003974,20/05/2569 08:38,C03,S,1,55,,QR
NM-003974,20/05/2569 08:38,B01,,1,55,,QR
NM-003975,20/05/2569 08:44,C01,S,1,45,M0252,QR
NM-003975,20/05/2569 08:44,B04,,1,75,M0252,QR
NM-003976,20/05/2569 08:52,C05,M,1,70,,QR
NM-003977,20/05/2569 09:24,C05,M,1,70,,CARD
NM-003978,20/05/2569 10:44,T01,M,1,55,,CARD
NM-003978,20/05/2569 10:44,B02,,1,50,,CARD
NM-003979,20/05/2569 11:14,T02,L,1,80,M0702,QR
NM-003980,20/05/2569 11:28,C03,M,1,65,M0155,CARD
NM-003980,20/05/2569 11:28,B03,,1,85,M0155,CARD
NM-003981,20/05/2569 12:00,T03,M,1,50,,QR
NM-003982,20/05/2569 12:02,B01,,1,55,M0782,QR
NM-003982,20/05/2569 12:02,B04,,1,75,M0782,QR
NM-003983,20/05/2569 13:08,T02,S,3,60,,QR
NM-003984,20/05/2569 13:40,B01,,1,55,M0770,CARD
NM-003985,20/05/2569 14:38,C02,S,2,45,,QR
NM-003986,20/05/2569 15:14,T02,L,1,80,,CASH
NM-003987,20/05/2569 15:28,B02,,1,50,M0731,CARD
NM-003988,20/05/2569 15:51,T04,L,1,70,,QR
NM-003988,20/05/2569 15:51,B03,,1,85,,QR
NM-003989,20/05/2569 16:14,T01,M,2,55,,QR
NM-003989,20/05/2569 16:14,T02,L,1,80,,QR
NM-003990,20/05/2569 16:26,C05,S,1,60,,QR
NM-003991,20/05/2569 16:33,T01,M,1,,,QR
NM-003992,20/05/2569 17:04,C03,S,1,55,,QR
NM-003993,20/05/2569 17:44,C02,M,1,55,M0059,CASH
NM-003993,20/05/2569 17:44,C03,M,1,65,M0059,CASH
NM-003994,20/05/2569 18:03,C03,M,1,65,,QR
NM-003995,20/05/2569 18:21,C06,M,1,75,,QR
NM-003996,20/05/2569 18:43,C02,M,1,55,,QR
NM-003997,20/05/2569 19:26,B02,,1,50,,CASH
NM-003998,21/05/2569 07:48,C03,M,1,65,,CASH
NM-003998,21/05/2569 07:48,B03,,1,85,,CASH
NM-003999,21/05/2569 08:01,C02,M,1,55,M0315,QR
NM-003999,21/05/2569 08:01,B04,,1,75,M0315,QR
NM-004000,21/05/2569 08:28,T04,M,1,60,,CASH
NM-004001,21/05/2569 08:36,T03,S,1,40,,QR
NM-004001,21/05/2569 08:36,B04,,1,75,,QR
NM-004002,21/05/2569 08:39,C06,S,2,65,,QR
NM-004003,21/05/2569 08:46,T01,M,27,55,,CARD
NM-004004,21/05/2569 08:55,C02,M,1,55,M0282,QR
NM-004005,21/05/2569 09:06,C04,S,1,55,M0583,CASH
NM-004006,21/05/2569 09:28,T01,M,1,55,,CASH
NM-004007,21/05/2569 09:36,B01,,2,55,,CASH
NM-004008,21/05/2569 09:52,T02,M,1,70,,CASH
NM-004008,21/05/2569 09:52,T02,M,1,70,,CASH
NM-004008,21/05/2569 09:52,C03,M,1,65,,CASH
NM-004009,21/05/2569 11:07,B01,,1,55,,QR
NM-004010,21/05/2569 12:16,T02,,2,70,M0443,CARD
NM-004011,21/05/2569 12:27,T01,M,1,,M0657,CARD
NM-004011,21/05/2569 12:27,B02,,1,50,M0657,CARD
NM-004012,21/05/2569 13:15,T05,S,2,50,M0772,QR
NM-004013,21/05/2569 13:40,B04,,1,75,,CASH
NM-004013,21/05/2569 13:40,T04,L,1,70,,CASH
NM-004014,21/05/2569 13:47,T01,S,3,45,M0011,QR
NM-004014,21/05/2569 13:47,B02,,1,50,M0011,QR
NM-004015,21/05/2569 14:34,C04,M,1,65,,CARD
NM-004016,21/05/2569 14:52,B03,,1,85,,CASH
NM-004017,21/05/2569 14:55,C01,L,1,65,M0107,QR
NM-004017,21/05/2569 14:55,T03,M,1,50,M0107,QR
NM-004018,21/05/2569 15:16,T05,L,1,70,M0142,QR
NM-004018,21/05/2569 15:16,T01,L,1,65,M0142,QR
NM-004019,21/05/2569 15:26,C03,S,-1,55,M0132,CARD
NM-004020,21/05/2569 18:00,T01,L,2,65,,CASH
NM-004020,21/05/2569 18:00,B02,,1,50,,CASH
NM-004020,21/05/2569 18:00,C03,S,1,55,,CASH
NM-004021,21/05/2569 18:11,B01,,1,55,M0577,CASH
NM-004022,21/05/2569 19:33,C06,M,3,75,M0649,CARD
NM-004023,22/05/2569 07:37,C02,L,1,,M0513,QR
NM-004024,22/05/2569 07:51,C01,M,1,55,,QR
NM-004025,22/05/2569 07:53,B03,,1,85,M0360,CARD
NM-004025,22/05/2569 07:53,C02,S,1,45,M0360,CARD
NM-004026,22/05/2569 09:12,C03,S,1,55,,QR
NM-004027,22/05/2569 09:38,C04,L,1,75,,CASH
NM-004028,22/05/2569 09:51,B03,,1,85,,CASH
NM-004029,22/05/2569 10:13,C04,S,1,55,,QR
NM-004030,22/05/2569 10:57,C04,M,1,65,,QR
NM-004031,22/05/2569 11:00,C05,M,1,70,M0225,CARD
NM-004032,22/05/2569 11:43,B01,,1,55,M0348,QR
NM-004033,22/05/2569 13:14,T01,M,1,55,,QR
NM-004034,22/05/2569 13:33,C05,M,2,70,M0566,QR
NM-004035,22/05/2569 14:31,T01,M,2,55,,CARD
NM-004035,22/05/2569 14:31,B02,,1,50,,CARD
NM-004036,22/05/2569 14:45,C06,S,1,65,M0427,QR
NM-004037,22/05/2569 15:05,C06,L,1,85,M0228,QR
NM-004038,22/05/2569 15:08,T04,M,1,60,,QR
NM-004039,22/05/2569 16:00,T04,L,1,70,M0434,CASH
NM-004040,22/05/2569 16:50,B01,,1,55,M0426,CARD
NM-004041,22/05/2569 17:15,B02,,1,50,,QR
NM-004042,22/05/2569 19:31,C01,S,1,45,,CASH
NM-004043,23/05/2569 07:09,C02,M,1,55,M0405,CASH
NM-004044,23/05/2569 07:23,C06,M,3,75,M0304,QR
NM-004045,23/05/2569 07:26,C02,M,1,55,,CARD
NM-004045,23/05/2569 07:26,B01,,1,55,,CARD
NM-004046,23/05/2569 07:32,C05,M,3,70,M0591,CARD
NM-004047,23/05/2569 08:01,B01,,1,55,,CASH
NM-004048,23/05/2569 08:14,B01,,1,,,QR
NM-004049,23/05/2569 08:38,B01,,1,55,,QR
NM-004050,23/05/2569 09:01,T01,S,3,45,M0223,CASH
NM-004050,23/05/2569 09:01,B02,,1,50,M0223,CASH
NM-004051,23/05/2569 09:28,C02,M,2,55,,CASH
NM-004051,23/05/2569 09:28,B01,,1,55,,CASH
NM-004052,23/05/2569 09:30,C02,M,1,55,,QR
NM-004053,23/05/2569 09:34,C06,L,1,85,,CARD
NM-004053,23/05/2569 09:34,B01,,1,55,,CARD
NM-004053,23/05/2569 09:34,C05,M,1,70,,CARD
NM-004054,23/05/2569 09:49,C03,M,1,65,,QR
NM-004054,23/05/2569 09:49,T02,L,1,80,,QR
NM-004055,23/05/2569 09:54,T01,M,1,55,,CASH
NM-004056,23/05/2569 10:21,C02,S,1,45,M0248,CASH
NM-004056,23/05/2569 10:21,B01,,1,55,M0248,CASH
NM-004057,23/05/2569 10:30,C02,L,1,65,,CARD
NM-004058,23/05/2569 11:08,C06,S,3,65,,CASH
NM-004059,23/05/2569 11:23,T04,S,1,50,M0553,CASH
NM-004060,23/05/2569 12:21,C04,M,1,65,M0317,QR
NM-004061,23/05/2569 12:28,B03,,1,85,,QR
NM-004062,23/05/2569 13:27,T05,M,1,60,M0249,QR
NM-004063,23/05/2569 13:31,C03,L,1,75,,CASH
NM-004064,23/05/2569 13:40,B03,,2,85,,QR
NM-004065,23/05/2569 14:21,C03,M,1,65,M0270,QR
NM-004066,23/05/2569 14:43,C02,L,1,65,,QR
NM-004066,23/05/2569 14:43,B01,,1,55,,QR
NM-004067,23/05/2569 14:57,C03,M,1,65,,CASH
NM-004067,23/05/2569 14:57,B03,,1,85,,CASH
NM-004068,23/05/2569 15:13,C01,L,1,65,M0626,CASH
NM-004069,23/05/2569 16:19,B01,,1,55,,QR
NM-004070,23/05/2569 16:52,C03,M,3,65,,QR
NM-004070,23/05/2569 16:52,B03,,1,85,,QR
NM-004071,23/05/2569 18:02,T03,M,2,50,,QR
NM-004072,23/05/2569 18:13,T04,M,2,60,M0044,QR
NM-004073,24/05/2569 07:23,B01,,1,55,,QR
NM-004074,24/05/2569 07:28,T02,S,1,60,M0604,CASH
NM-004075,24/05/2569 07:42,C04,M,1,65,M0137,CASH
NM-004076,24/05/2569 07:45,C02,S,1,45,,CASH
NM-004076,24/05/2569 07:45,B01,,1,55,,CASH
NM-004077,24/05/2569 07:55,T01,M,2,55,M0166,QR
NM-004078,24/05/2569 08:26,C02,M,1,55,M0768,CARD
NM-004079,24/05/2569 09:54,C04,S,1,55,M0702,CARD
NM-004079,24/05/2569 09:54,C02,M,1,55,M0702,CARD
NM-004080,24/05/2569 10:20,C03,L,1,75,M0247,QR
NM-004080,24/05/2569 10:20,B03,,1,85,M0247,QR
NM-004081,24/05/2569 10:35,T04,L,2,70,,CARD
NM-004082,24/05/2569 11:00,C06,L,1,85,M0776,CARD
NM-004083,24/05/2569 11:17,C01,M,1,55,,CARD
NM-004083,24/05/2569 11:17,B04,,1,75,,CARD
NM-004084,24/05/2569 12:31,T04,S,1,50,M0123,QR
NM-004085,24/05/2569 12:41,B04,,1,75,,QR
NM-004086,24/05/2569 13:42,C02,M,1,55,M0744,QR
NM-004087,24/05/2569 14:00,C01,M,1,55,,CARD
NM-004088,24/05/2569 14:17,B01,,1,55,M0442,QR
NM-004089,24/05/2569 14:49,C04,M,1,65,M0056,CARD
NM-004090,24/05/2569 14:55,B01,,1,55,,QR
NM-004090,24/05/2569 14:55,B03,,1,85,,QR
NM-004091,24/05/2569 15:07,T04,M,1,60,,QR
NM-004092,24/05/2569 15:33,B02,,1,50,M0065,QR
NM-004093,24/05/2569 15:48,C02,S,1,45,,CASH
NM-004093,24/05/2569 15:48,B01,,1,55,,CASH
NM-004094,24/05/2569 16:03,C03,M,1,65,,QR
NM-004094,24/05/2569 16:03,B03,,1,85,,QR
NM-004095,24/05/2569 16:13,C02,S,1,45,M0610,QR
NM-004095,24/05/2569 16:13,B01,,1,55,M0610,QR
NM-004096,24/05/2569 16:20,C03,L,1,75,M0123,QR
NM-004097,24/05/2569 17:05,T04,M,1,60,,QR
NM-004098,24/05/2569 17:23,T02,S,1,60,,CARD
NM-004099,24/05/2569 17:37,C04,S,1,55,,QR
NM-004100,24/05/2569 17:44,T05,S,1,50,,QR
NM-004101,24/05/2569 18:24,T02,L,1,80,M0059,QR
NM-004101,24/05/2569 18:24,B01,,1,55,M0059,QR
NM-004102,24/05/2569 19:56,T01,M,1,55,,CARD
NM-004103,25/05/2569 07:49,C02,M,1,55,,CASH
NM-004103,25/05/2569 07:49,B01,,1,55,,CASH
NM-004104,25/05/2569 08:04,B02,,2,,,QR
NM-004105,25/05/2569 08:17,B01,,2,55,,QR
NM-004105,25/05/2569 08:17,T04,M,1,,,QR
NM-004106,25/05/2569 08:56,C03,L,2,75,M0566,QR
NM-004106,25/05/2569 08:56,B03,,1,85,M0566,QR
NM-004107,25/05/2569 09:22,T01,S,1,45,M0544,CARD
NM-004108,25/05/2569 09:36,C05,M,1,70,,CASH
NM-004109,25/05/2569 09:50,C03,M,1,65,,QR
NM-004110,25/05/2569 10:23,C02,M,1,55,M0223,QR
NM-004111,25/05/2569 10:24,C04,M,1,65,,CARD
NM-004112,25/05/2569 12:50,B04,,1,75,M0637,CASH
NM-004113,25/05/2569 13:18,T01,S,1,45,M0777,CARD
NM-004114,25/05/2569 13:27,T02,S,1,60,,QR
NM-004115,25/05/2569 13:47,T02,M,1,70,,QR
NM-004116,25/05/2569 15:30,C01,M,1,55,,QR
NM-004116,25/05/2569 15:30,B04,,1,75,,QR
NM-004116,25/05/2569 15:30,B01,,1,55,,QR
NM-004117,25/05/2569 15:35,T02,L,1,80,,QR
NM-004118,25/05/2569 16:41,C02,M,1,55,M0244,CARD
NM-004118,25/05/2569 16:41,B01,,1,55,M0244,CARD
NM-004119,25/05/2569 16:56,C04,M,1,65,M0782,QR
NM-004120,25/05/2569 17:08,T01,L,2,65,,QR
NM-004121,26/05/2569 07:50,T02,L,1,80,,CARD
NM-004122,26/05/2569 08:09,T01,S,2,45,,QR
NM-004122,26/05/2569 08:09,B02,,1,50,,QR
NM-004123,26/05/2569 08:14,C01,M,1,55,,QR
NM-004123,26/05/2569 08:14,B04,,1,75,,QR
NM-004124,26/05/2569 08:25,C02,M,33,55,,CARD
NM-004125,26/05/2569 09:04,B03,,1,85,M0152,QR
NM-004126,26/05/2569 09:05,T04,L,2,,M0331,CASH
NM-004127,26/05/2569 09:11,B04,,1,75,,QR
NM-004128,26/05/2569 09:15,C06,L,1,,,CARD
NM-004128,26/05/2569 09:15,B04,,1,75,,CARD
NM-004129,26/05/2569 09:24,C02,,1,55,,CASH
NM-004129,26/05/2569 09:24,B04,,1,75,,CASH
NM-004130,26/05/2569 10:02,C04,M,1,65,M0592,CASH
NM-004130,26/05/2569 10:02,B01,,1,55,M0592,CASH
NM-004131,26/05/2569 10:37,C04,S,1,55,,QR
NM-004132,26/05/2569 10:40,C06,S,2,65,M0471,QR
NM-004133,26/05/2569 11:32,C06,S,1,65,M0491,QR
NM-004134,26/05/2569 11:35,C02,L,1,65,,CASH
NM-004134,26/05/2569 11:35,B01,,1,55,,CASH
NM-004135,26/05/2569 11:57,C02,M,2,55,M0406,CASH
NM-004135,26/05/2569 11:57,C04,,1,75,M0406,CASH
NM-004136,26/05/2569 12:30,T01,S,1,45,,CARD
NM-004137,26/05/2569 13:57,T02,M,1,70,M0471,QR
NM-004138,26/05/2569 14:27,T02,M,1,70,,QR
NM-004139,26/05/2569 15:38,T01,M,3,55,,QR
NM-004140,26/05/2569 15:43,C05,M,1,70,,QR
NM-004140,26/05/2569 15:43,B02,,1,50,,QR
NM-004141,26/05/2569 16:02,C02,M,1,55,,CASH
NM-004141,26/05/2569 16:02,C04,S,1,55,,CASH
NM-004142,26/05/2569 18:18,T02,S,2,60,,CASH
NM-004143,26/05/2569 19:11,T01,L,1,65,,CARD
NM-004144,27/05/2569 07:56,C03,L,1,75,,QR
NM-004144,27/05/2569 07:56,B03,,1,85,,QR
NM-004145,27/05/2569 08:02,C05,M,3,70,M0348,CASH
NM-004146,27/05/2569 08:02,C03,M,1,65,,QR
NM-004147,27/05/2569 08:18,T01,M,1,55,M0543,QR
NM-004147,27/05/2569 08:18,B02,,1,50,M0543,QR
NM-004148,27/05/2569 08:33,C04,M,1,65,,QR
NM-004148,27/05/2569 08:33,B01,,1,55,,QR
NM-004148,27/05/2569 08:33,T03,S,1,40,,QR
NM-004149,27/05/2569 08:42,C02,S,1,45,,CASH
NM-004149,27/05/2569 08:42,B01,,1,55,,CASH
NM-004150,27/05/2569 08:50,C02,L,1,65,M0685,CASH
NM-004151,27/05/2569 09:04,T05,M,1,60,,CASH
NM-004152,27/05/2569 09:18,C03,S,1,55,,QR
NM-004152,27/05/2569 09:18,B03,,1,85,,QR
NM-004153,27/05/2569 09:21,T02,M,1,70,M0084,CASH
NM-004153,27/05/2569 09:21,C06,S,1,,M0084,CASH
NM-004154,27/05/2569 09:29,C04,S,1,55,,CASH
NM-004155,27/05/2569 09:31,C04,L,1,75,M0730,CASH
NM-004156,27/05/2569 09:35,C02,L,1,65,,CARD
NM-004156,27/05/2569 09:35,B01,,1,55,,CARD
NM-004157,27/05/2569 10:04,C02,L,1,65,,CASH
NM-004157,27/05/2569 10:04,B03,,1,85,,CASH
NM-004157,27/05/2569 10:04,T02,M,1,70,,CASH
NM-004158,27/05/2569 10:37,C05,L,1,,,QR
NM-004159,27/05/2569 10:42,T02,L,2,80,M0265,QR
NM-004160,27/05/2569 10:48,C04,S,1,55,,QR
NM-004161,27/05/2569 11:18,T03,L,1,60,M0453,QR
NM-004162,27/05/2569 12:14,C03,M,1,65,M0159,QR
NM-004162,27/05/2569 12:14,C03,M,1,65,M0159,QR
NM-004162,27/05/2569 12:14,B03,,1,85,M0159,QR
NM-004162,27/05/2569 12:14,B04,,1,75,M0159,QR
NM-004163,27/05/2569 12:27,B01,,1,55,,QR
NM-004163,27/05/2569 12:27,B01,,1,55,,QR
NM-004164,27/05/2569 12:42,T01,L,1,65,,QR
NM-004164,27/05/2569 12:42,B02,,1,50,,QR
NM-004165,27/05/2569 13:09,C04,,1,65,,QR
NM-004165,27/05/2569 13:09,C06,S,1,65,,QR
NM-004166,27/05/2569 14:22,C02,M,1,55,M0248,QR
NM-004167,27/05/2569 14:32,C02,M,1,55,,CASH
NM-004168,27/05/2569 15:09,B02,,1,50,M0233,QR
NM-004169,27/05/2569 15:55,T02,S,1,60,,QR
NM-004170,27/05/2569 17:58,T02,M,1,70,,QR
NM-004171,27/05/2569 18:52,C03,M,1,65,,CARD
NM-004171,27/05/2569 18:52,B03,,1,85,,CARD
NM-004172,28/05/2569 07:11,C02,S,1,45,M0664,CASH
NM-004173,28/05/2569 07:36,C02,M,1,55,,QR
NM-004174,28/05/2569 08:18,C04,L,1,75,M0702,QR
NM-004174,28/05/2569 08:18,B03,,1,85,M0702,QR
NM-004175,28/05/2569 08:48,C03,L,1,75,,CASH
NM-004176,28/05/2569 09:05,C03,M,2,65,M0510,CARD
NM-004176,28/05/2569 09:05,B03,,1,85,M0510,CARD
NM-004177,28/05/2569 09:15,B01,,1,55,,CASH
NM-004178,28/05/2569 09:18,B04,,1,75,M0032,QR
NM-004178,28/05/2569 09:18,C05,M,1,70,M0032,QR
NM-004179,28/05/2569 09:22,T04,S,1,50,M0016,QR
NM-004179,28/05/2569 09:22,B04,,1,75,M0016,QR
NM-004180,28/05/2569 09:32,C03,S,1,55,,QR
NM-004180,28/05/2569 09:32,B03,,1,85,,QR
NM-004180,28/05/2569 09:32,B02,,1,50,,QR
NM-004181,28/05/2569 09:57,T02,L,1,80,M0133,QR
NM-004182,28/05/2569 09:58,T05,M,2,60,M0275,QR
